Unnamed: 0,festival_dates,year,day_of_performance,artist,headliner,genre,spotify_popularity,genre_group
1849,"August 2, 2013 – August 4, 2013",2013,Saturday,STEVE ANGELLO,1.0,progressive house,63.0,Electronic
1850,"August 2, 2013 – August 4, 2013",2013,Saturday,GRIZ,nan,"dubstep, edm",61.0,Electronic
1851,"August 2, 2013 – August 4, 2013",2013,Saturday,CHARLES BRADLEY,nan,"retro soul, soul, soul blues",60.0,R&B / Soul
1852,"August 2, 2013 – August 4, 2013",2013,Saturday,UNKNOWN MORTAL ORCHESTRA,nan,psychedelic pop,60.0,Pop
1853,"August 2, 2013 – August 4, 2013",2013,Saturday,DEATH GRIPS (CANCELLED),nan,"experimental hip hop, experimental, punk rap",58.0,Hip-Hop / Rap
1854,"August 2, 2013 – August 4, 2013",2013,Saturday,CHERUB,nan,lo-fi house,57.0,Electronic
1855,"August 2, 2013 – August 4, 2013",2013,Saturday,LOCAL NATIVES,nan,lo-fi house,57.0,Electronic
1856,"August 2, 2013 – August 4, 2013",2013,Saturday,THE POSTAL SERVICE,1.0,jangle pop,56.0,Pop
1857,"August 2, 2013 – August 4, 2013",2013,Saturday,ADVENTURE CLUB,nan,"melodic bass, dubstep, edm, chillstep, future bass",54.0,Electronic
1858,"August 2, 2013 – August 4, 2013",2013,Saturday,BAAUER,nan,edm trap,54.0,Hip-Hop / Rap
1859,"August 2, 2013 – August 4, 2013",2013,Saturday,PLANET HEMP,nan,"brazilian rock, brazilian hip hop",51.0,Rock
1860,"August 2, 2013 – August 4, 2013",2013,Saturday,MATT & KIM,nan,lo-fi house,50.0,Electronic
1861,"August 2, 2013 – August 4, 2013",2013,Saturday,REIGNWOLF,nan,blues rock,50.0,Rock
1862,"August 2, 2013 – August 4, 2013",2013,Saturday,DADA LIFE,nan,"big room, edm, electro house",49.0,Electronic
1863,"August 2, 2013 – August 4, 2013",2013,Saturday,FAMILY OF THE YEAR,nan,lo-fi house,48.0,Electronic
1864,"August 2, 2013 – August 4, 2013",2013,Saturday,LUKAS NELSON & P.O.T.R.,nan,"americana, alt country",48.0,Folk / Country
1865,"August 2, 2013 – August 4, 2013",2013,Saturday,PUJOL,nan,lo-fi house,48.0,Electronic
1866,"August 2, 2013 – August 4, 2013",2013,Saturday,ST. LUCIA,nan,lo-fi house,48.0,Electronic
1867,"August 2, 2013 – August 4, 2013",2013,Saturday,SHOVELS & ROPE,nan,"americana, alt country, bluegrass, roots rock",47.0,Rock
1868,"August 2, 2013 – August 4, 2013",2013,Saturday,HEARTLESS BASTARDS,nan,lo-fi house,46.0,Electronic
1869,"August 2, 2013 – August 4, 2013",2013,Saturday,WILD CUB,nan,lo-fi house,35.0,Electronic
1870,"August 2, 2013 – August 4, 2013",2013,Saturday,BLONDFIRE,nan,lo-fi house,34.0,Electronic
1871,"August 2, 2013 – August 4, 2013",2013,Saturday,LITTLE GREEN CARS,nan,indie folk,34.0,Indie / Alternative
1872,"August 2, 2013 – August 4, 2013",2013,Saturday,THE BRIGHT LIGHT SOCIAL HOUR,nan,lo-fi house,32.0,Electronic
1873,"August 2, 2013 – August 4, 2013",2013,Saturday,THE DUNWELLS,nan,lo-fi house,30.0,Electronic
1874,"August 2, 2013 – August 4, 2013",2013,Saturday,BROOKE WAGGONER,nan,lo-fi house,29.0,Electronic
1875,"August 2, 2013 – August 4, 2013",2013,Saturday,FRONTIER RUCKUS,nan,"indie folk, alt country, americana",18.0,Indie / Alternative
1876,"August 2, 2013 – August 4, 2013",2013,Saturday,COLE PLANTE,nan,lo-fi house,15.0,Electronic
1877,"August 2, 2013 – August 4, 2013",2013,Saturday,SUPREME CUTS,nan,lo-fi house,13.0,Electronic
1878,"August 2, 2013 – August 4, 2013",2013,Saturday,COURT YARD HOUNDS,nan,lo-fi house,12.0,Electronic
1879,"August 2, 2013 – August 4, 2013",2013,Saturday,BAD THINGS,nan,"dark cabaret, gothic country",9.0,Folk / Country
1880,"August 2, 2013 – August 4, 2013",2013,Saturday,WHEELER BROTHERS,nan,lo-fi house,8.0,Electronic
1881,"August 2, 2013 – August 4, 2013",2013,Saturday,BEAST PATROL,nan,lo-fi house,0.0,Electronic
1882,"August 2, 2013 – August 4, 2013",2013,Sunday,2 CHAINZ,nan,"southern hip hop, rap",78.0,Hip-Hop / Rap
1883,"August 2, 2013 – August 4, 2013",2013,Sunday,THE CURE,1.0,"new wave, post-punk, darkwave",77.0,Punk
1884,"August 2, 2013 – August 4, 2013",2013,Sunday,BEACH HOUSE,nan,dream pop,75.0,Pop
1885,"August 2, 2013 – August 4, 2013",2013,Sunday,ALT-J,nan,"indie, indie rock",71.0,Rock
1886,"August 2, 2013 – August 4, 2013",2013,Sunday,TWO DOOR CINEMA CLUB,nan,indie,70.0,Indie / Alternative
1887,"August 2, 2013 – August 4, 2013",2013,Sunday,VAMPIRE WEEKEND,1.0,"indie, baroque pop",66.0,Indie / Alternative
1888,"August 2, 2013 – August 4, 2013",2013,Sunday,O'BROTHER,nan,"country, country rock",62.0,Rock
1889,"August 2, 2013 – August 4, 2013",2013,Sunday,JAKE BUGG,nan,lo-fi house,58.0,Electronic
1890,"August 2, 2013 – August 4, 2013",2013,Sunday,LIANNE LA HAVAS,nan,"alternative r&b, soul, pop soul",57.0,Indie / Alternative
1891,"August 2, 2013 – August 4, 2013",2013,Sunday,TEGAN AND SARA,nan,lo-fi house,57.0,Electronic
1892,"August 2, 2013 – August 4, 2013",2013,Sunday,ASTRO,nan,k-pop,56.0,Pop
1893,"August 2, 2013 – August 4, 2013",2013,Sunday,CAT POWER,nan,"slowcore, singer-songwriter",56.0,Other
1894,"August 2, 2013 – August 4, 2013",2013,Sunday,HALF MOON RUN,nan,lo-fi house,56.0,Electronic
1895,"August 2, 2013 – August 4, 2013",2013,Sunday,THE VACCINES,nan,"indie, indie rock",56.0,Rock
1896,"August 2, 2013 – August 4, 2013",2013,Sunday,KNIFE PARTY,1.0,"dubstep, moombahton, edm, dub",55.0,Electronic
1897,"August 2, 2013 – August 4, 2013",2013,Sunday,GRIZZLY BEAR,nan,"indie, indie rock, baroque pop",55.0,Rock
1898,"August 2, 2013 – August 4, 2013",2013,Sunday,ALEX CLARE,nan,lo-fi house,54.0,Electronic
1899,"August 2, 2013 – August 4, 2013",2013,Sunday,DIIV,nan,"shoegaze, dream pop",51.0,Pop
1900,"August 2, 2013 – August 4, 2013",2013,Sunday,RED BULL SOUND SELECT WINNER,nan,lo-fi house,49.0,Electronic
1901,"August 2, 2013 – August 4, 2013",2013,Sunday,THE MOWGLI'S,nan,lo-fi house,49.0,Electronic
1902,"August 2, 2013 – August 4, 2013",2013,Sunday,WILD NOTHING,nan,"dream pop, shoegaze, chillwave",47.0,Pop
1903,"August 2, 2013 – August 4, 2013",2013,Sunday,WAVVES,nan,"garage rock, surf rock, noise rock, indie punk",46.0,Rock
1904,"August 2, 2013 – August 4, 2013",2013,Sunday,WILD BELLE,nan,lo-fi house,45.0,Electronic
1905,"August 2, 2013 – August 4, 2013",2013,Sunday,BARONESS,nan,"sludge metal, stoner rock, progressive metal, doom metal",44.0,Rock
1906,"August 2, 2013 – August 4, 2013",2013,Sunday,MS MR,nan,lo-fi house,42.0,Electronic
1907,"August 2, 2013 – August 4, 2013",2013,Sunday,THE ORWELLS,nan,garage rock,41.0,Rock
1908,"August 2, 2013 – August 4, 2013",2013,Sunday,WAKE OWL,nan,indie folk,33.0,Indie / Alternative
1909,"August 2, 2013 – August 4, 2013",2013,Sunday,GUARDS,nan,lo-fi house,31.0,Electronic
1910,"August 2, 2013 – August 4, 2013",2013,Sunday,SKATERS,nan,garage rock,29.0,Rock
1911,"August 2, 2013 – August 4, 2013",2013,Sunday,PALMA VIOLETS,nan,indie rock,28.0,Rock
1912,"August 2, 2013 – August 4, 2013",2013,Sunday,BEAR MOUNTAIN,nan,lo-fi house,19.0,Electronic
1913,"August 2, 2013 – August 4, 2013",2013,Sunday,YAWN,nan,lo-fi house,7.0,Electronic
1914,"August 2, 2013 – August 4, 2013",2013,Sunday,MACHINES ARE PEOPLE TOO,nan,lo-fi house,6.0,Electronic
1915,"August 2, 2013 – August 4, 2013",2013,Sunday,RVSB,nan,"nu disco, funky house, latin alternative",1.0,Indie / Alternative
1916,"August 2, 2013 – August 4, 2013",2013,Sunday,PHOENIX,1.0,jangle pop,0.0,Pop
1917,"August 2, 2013 – August 4, 2013",2013,Sunday,MAKESHIFT PRODIGY,nan,lo-fi house,0.0,Electronic
1918,"August 3, 2012 – August 5, 2012",2012,Friday,TAME IMPALA,nan,"indie, psychedelic pop",82.0,Indie / Alternative
1919,"August 3, 2012 – August 5, 2012",2012,Friday,BLACK SABBATH,1.0,"metal, heavy metal, rock, stoner rock, doom metal, hard rock, classic rock",75.0,Rock
1920,"August 3, 2012 – August 5, 2012",2012,Friday,WALE,nan,lo-fi house,75.0,Electronic
1921,"August 3, 2012 – August 5, 2012",2012,Friday,M83,nan,lo-fi house,73.0,Electronic
1922,"August 3, 2012 – August 5, 2012",2012,Friday,THE BLACK KEYS,1.0,"blues rock, garage rock, modern blues, rock",72.0,Rock
1923,"August 3, 2012 – August 5, 2012",2012,Friday,AMBASSADORS,nan,lo-fi house,72.0,Electronic
1924,"August 3, 2012 – August 5, 2012",2012,Friday,YOUNG BLOODS,nan,lo-fi house,71.0,Electronic
1925,"August 3, 2012 – August 5, 2012",2012,Friday,MICHAEL KIWANUKA,nan,soul,69.0,R&B / Soul
1926,"August 3, 2012 – August 5, 2012",2012,Friday,O RAPPA,nan,"brazilian rock, mpb, brazilian pop, brazilian hip hop",68.0,Rock
1927,"August 3, 2012 – August 5, 2012",2012,Friday,THE HEAD AND THE HEART,nan,"indie folk, folk pop, folk",65.0,Indie / Alternative
1928,"August 3, 2012 – August 5, 2012",2012,Friday,ZEDD,nan,jersey club,65.0,Other
1929,"August 3, 2012 – August 5, 2012",2012,Friday,DEV,nan,lo-fi house,64.0,Electronic
1930,"August 3, 2012 – August 5, 2012",2012,Friday,DR. DOG,nan,lo-fi house,64.0,Electronic
1931,"August 3, 2012 – August 5, 2012",2012,Friday,METRIC,nan,lo-fi house,64.0,Electronic
1932,"August 3, 2012 – August 5, 2012",2012,Friday,FIRST AID KIT,nan,"indie folk, folk",63.0,Indie / Alternative
1933,"August 3, 2012 – August 5, 2012",2012,Friday,PORTER ROBINSON,nan,"edm, electronic",63.0,Electronic
1934,"August 3, 2012 – August 5, 2012",2012,Friday,THE SHINS,nan,"indie, indie pop",63.0,Indie / Alternative
1935,"August 3, 2012 – August 5, 2012",2012,Friday,HALEY REINHART,nan,lo-fi house,62.0,Electronic
1936,"August 3, 2012 – August 5, 2012",2012,Friday,THE WAR ON DRUGS,nan,indie rock,62.0,Rock
1937,"August 3, 2012 – August 5, 2012",2012,Friday,PASSION PIT,nan,indie,61.0,Indie / Alternative
1938,"August 3, 2012 – August 5, 2012",2012,Friday,DIE ANTWOORD,nan,lo-fi house,60.0,Electronic
1939,"August 3, 2012 – August 5, 2012",2012,Friday,SHARON VAN ETTEN,nan,lo-fi house,59.0,Electronic
1940,"August 3, 2012 – August 5, 2012",2012,Friday,THE GROWLERS,nan,surf rock,59.0,Rock
1941,"August 3, 2012 – August 5, 2012",2012,Friday,ANAMANAGUCHI,nan,vocaloid,58.0,Other
1942,"August 3, 2012 – August 5, 2012",2012,Friday,NERO,nan,"dubstep, dub",58.0,Other
1943,"August 3, 2012 – August 5, 2012",2012,Friday,MADEON,nan,"edm, french house",56.0,Electronic
1944,"August 3, 2012 – August 5, 2012",2012,Friday,BASSNECTAR,1.0,"dubstep, bass music, dub",53.0,Other
1945,"August 3, 2012 – August 5, 2012",2012,Friday,BLIND PILOT,nan,indie folk,50.0,Indie / Alternative
1946,"August 3, 2012 – August 5, 2012",2012,Friday,DAWES,nan,"americana, alt country",50.0,Folk / Country
1947,"August 3, 2012 – August 5, 2012",2012,Friday,SBTRKT,nan,lo-fi house,50.0,Electronic
1948,"August 3, 2012 – August 5, 2012",2012,Friday,TOTALLY ENORMOUS EXTINCT DINOSAURS,nan,lo-fi house,48.0,Electronic
1949,"August 3, 2012 – August 5, 2012",2012,Friday,THE BLACK ANGELS,nan,"psychedelic rock, stoner rock, space rock, garage rock",47.0,Rock
1950,"August 3, 2012 – August 5, 2012",2012,Friday,BAND OF SKULLS,nan,lo-fi house,46.0,Electronic
1951,"August 3, 2012 – August 5, 2012",2012,Friday,WAX,nan,lo-fi house,46.0,Electronic
1952,"August 3, 2012 – August 5, 2012",2012,Friday,THE WHITE PANDA,nan,lo-fi house,42.0,Electronic
1953,"August 3, 2012 – August 5, 2012",2012,Friday,KEVIN DEVINE,nan,lo-fi house,40.0,Electronic
1954,"August 3, 2012 – August 5, 2012",2012,Friday,THE AFGHAN WHIGS,nan,grunge,40.0,Other
1955,"August 3, 2012 – August 5, 2012",2012,Friday,ANIMAL KINGDOM,nan,lo-fi house,33.0,Electronic
1956,"August 3, 2012 – August 5, 2012",2012,Friday,DRY THE RIVER,nan,indie folk,32.0,Indie / Alternative
1957,"August 3, 2012 – August 5, 2012",2012,Friday,YELLOW OSTRICH,nan,lo-fi house,32.0,Electronic
1958,"August 3, 2012 – August 5, 2012",2012,Friday,DJ ZEBO,nan,lo-fi house,30.0,Electronic
1959,"August 3, 2012 – August 5, 2012",2012,Friday,THENEWNO2,nan,electronic rock,22.0,Rock
1960,"August 3, 2012 – August 5, 2012",2012,Friday,HELENA,nan,lo-fi house,6.0,Electronic
1961,"August 3, 2012 – August 5, 2012",2012,Saturday,THE WEEKND,nan,lo-fi house,97.0,Electronic
1962,"August 3, 2012 – August 5, 2012",2012,Saturday,FRANK OCEAN,nan,lo-fi house,88.0,Electronic
1963,"August 3, 2012 – August 5, 2012",2012,Saturday,CALVIN HARRIS,nan,edm,87.0,Electronic
1964,"August 3, 2012 – August 5, 2012",2012,Saturday,RED HOT CHILI PEPPERS,1.0,"funk rock, alternative rock, rock",84.0,Rock
1965,"August 3, 2012 – August 5, 2012",2012,Saturday,AVICII,1.0,edm,83.0,Electronic
1966,"August 3, 2012 – August 5, 2012",2012,Saturday,EMPIRES,nan,lo-fi house,81.0,Electronic
1967,"August 3, 2012 – August 5, 2012",2012,Saturday,CHIEF KEEF,nan,drill,77.0,Other
1968,"August 3, 2012 – August 5, 2012",2012,Saturday,B.O.B (CANCELLED DUE TO WEATHER),nan,lo-fi house,74.0,Electronic
1969,"August 3, 2012 – August 5, 2012",2012,Saturday,FRANZ FERDINAND,nan,indie rock,70.0,Rock
1970,"August 3, 2012 – August 5, 2012",2012,Saturday,FUN.,nan,lo-fi house,70.0,Electronic
1971,"August 3, 2012 – August 5, 2012",2012,Saturday,THE TEMPER TRAP (CANCELLED DUE TO WEATHER),nan,lo-fi house,70.0,Electronic
1972,"August 3, 2012 – August 5, 2012",2012,Saturday,LP,nan,lo-fi house,68.0,Electronic
1973,"August 3, 2012 – August 5, 2012",2012,Saturday,SANTIGOLD,nan,lo-fi house,67.0,Electronic
1974,"August 3, 2012 – August 5, 2012",2012,Saturday,ALOE BLACC,nan,lo-fi house,66.0,Electronic
1975,"August 3, 2012 – August 5, 2012",2012,Saturday,ALABAMA SHAKES (CANCELLED DUE TO WEATHER),nan,lo-fi house,62.0,Electronic
1976,"August 3, 2012 – August 5, 2012",2012,Saturday,BLOC PARTY,nan,indie rock,62.0,Rock
1977,"August 3, 2012 – August 5, 2012",2012,Saturday,WALK OFF THE EARTH,nan,lo-fi house,60.0,Electronic
1978,"August 3, 2012 – August 5, 2012",2012,Saturday,JJ GREY & MOFRO,nan,"modern blues, southern rock, blues, blues rock",54.0,Rock
1979,"August 3, 2012 – August 5, 2012",2012,Saturday,WASHED OUT,nan,"chillwave, dream pop",53.0,Pop
1980,"August 3, 2012 – August 5, 2012",2012,Saturday,FIDLAR,nan,"garage rock, surf rock, indie punk, skate punk",52.0,Rock
1981,"August 3, 2012 – August 5, 2012",2012,Saturday,LOS JAIVAS,nan,"latin rock, latin folk, nueva trova",52.0,Rock
1982,"August 3, 2012 – August 5, 2012",2012,Saturday,THE TALLEST MAN ON EARTH,nan,"indie folk, folk",51.0,Indie / Alternative
1983,"August 3, 2012 – August 5, 2012",2012,Saturday,TWIN SHADOW,nan,lo-fi house,50.0,Electronic
1984,"August 3, 2012 – August 5, 2012",2012,Saturday,ORCHARD LOUNGE,nan,lo-fi house,49.0,Electronic
1985,"August 3, 2012 – August 5, 2012",2012,Saturday,SKREAM & BENGA,nan,"dubstep, dub",49.0,Other
1986,"August 3, 2012 – August 5, 2012",2012,Saturday,MOON TAXI,nan,lo-fi house,48.0,Electronic
1987,"August 3, 2012 – August 5, 2012",2012,Saturday,NEON INDIAN (CUT SHORT DUE TO WEATHER),nan,"chillwave, indie electronic",48.0,Indie / Alternative
1988,"August 3, 2012 – August 5, 2012",2012,Saturday,MILO GREENE,nan,indie folk,45.0,Indie / Alternative
1989,"August 3, 2012 – August 5, 2012",2012,Saturday,CHAIRLIFT,nan,lo-fi house,44.0,Electronic
1990,"August 3, 2012 – August 5, 2012",2012,Saturday,TUNE-YARDS,nan,art pop,42.0,Pop
1991,"August 3, 2012 – August 5, 2012",2012,Saturday,DELTA SPIRIT,nan,lo-fi house,41.0,Electronic
1992,"August 3, 2012 – August 5, 2012",2012,Saturday,DOOMTREE,nan,underground hip hop,30.0,Hip-Hop / Rap
1993,"August 3, 2012 – August 5, 2012",2012,Saturday,STAR SLINGER,nan,chillwave,30.0,Other
1994,"August 3, 2012 – August 5, 2012",2012,Saturday,THE DUNWELLS,nan,lo-fi house,30.0,Electronic
1995,"August 3, 2012 – August 5, 2012",2012,Saturday,JEFF THE BROTHERHOOD,nan,garage rock,29.0,Rock
1996,"August 3, 2012 – August 5, 2012",2012,Saturday,BEAR IN HEAVEN,nan,chillwave,26.0,Other
1997,"August 3, 2012 – August 5, 2012",2012,Saturday,JC BROOKS & THE UPTOWN SOUND,nan,retro soul,26.0,R&B / Soul
1998,"August 3, 2012 – August 5, 2012",2012,Saturday,PAPER DIAMOND,nan,lo-fi house,25.0,Electronic
1999,"August 3, 2012 – August 5, 2012",2012,Saturday,GIVERS,nan,lo-fi house,22.0,Electronic
2000,"August 3, 2012 – August 5, 2012",2012,Saturday,SALVA,nan,vocaloid,21.0,Other
2001,"August 3, 2012 – August 5, 2012",2012,Saturday,KOPECKY FAMILY BAND,nan,lo-fi house,20.0,Electronic
2002,"August 3, 2012 – August 5, 2012",2012,Saturday,LAURA WARSHAUER,nan,lo-fi house,19.0,Electronic
2003,"August 3, 2012 – August 5, 2012",2012,Saturday,CHANCELLOR WARHOL,nan,lo-fi house,8.0,Electronic
2004,"August 3, 2012 – August 5, 2012",2012,Sunday,J. COLE,nan,rap,86.0,Hip-Hop / Rap
2005,"August 3, 2012 – August 5, 2012",2012,Sunday,CHILDISH GAMBINO,nan,lo-fi house,81.0,Electronic
2006,"August 3, 2012 – August 5, 2012",2012,Sunday,FLORENCE + THE MACHINE,1.0,baroque pop,80.0,Pop
2007,"August 3, 2012 – August 5, 2012",2012,Sunday,MACKLEMORE & RYAN LEWIS,nan,lo-fi house,74.0,Electronic
2008,"August 3, 2012 – August 5, 2012",2012,Sunday,JUSTICE,nan,"french house, new rave, electronic rock",70.0,Rock
2009,"August 3, 2012 – August 5, 2012",2012,Sunday,OF MONSTERS AND MEN,nan,"folk pop, indie folk",70.0,Indie / Alternative
2010,"August 3, 2012 – August 5, 2012",2012,Sunday,POINT TO INFINITY,nan,"japanese vgm, soundtrack",67.0,Other
2011,"August 3, 2012 – August 5, 2012",2012,Sunday,YUNA,nan,"malay, malaysian pop",64.0,Pop
2012,"August 3, 2012 – August 5, 2012",2012,Sunday,RED OBLIVION,nan,lo-fi house,61.0,Electronic
2013,"August 3, 2012 – August 5, 2012",2012,Sunday,TORO Y MOI,nan,chillwave,61.0,Other
2014,"August 3, 2012 – August 5, 2012",2012,Sunday,JACK WHITE,1.0,blues rock,59.0,Rock
2015,"August 3, 2012 – August 5, 2012",2012,Sunday,AMADOU & MARIAM,nan,afropop,59.0,Pop
2016,"August 3, 2012 – August 5, 2012",2012,Sunday,BOMBAY BICYCLE CLUB,nan,"indie rock, indie",57.0,Rock
2017,"August 3, 2012 – August 5, 2012",2012,Sunday,GARY CLARK JR.,nan,"modern blues, blues rock, blues, soul blues",57.0,Rock
2018,"August 3, 2012 – August 5, 2012",2012,Sunday,SIGUR ROS,nan,"post-rock, dream pop",57.0,Rock
2019,"August 3, 2012 – August 5, 2012",2012,Sunday,THE DEVIL MAKES THREE,nan,"bluegrass, gothic country, newgrass, americana, folk punk, alt country, folk, country blues",57.0,Punk
2020,"August 3, 2012 – August 5, 2012",2012,Sunday,TRAMPLED BY TURTLES,nan,"bluegrass, newgrass, americana, folk, alt country",57.0,Folk / Country
2021,"August 3, 2012 – August 5, 2012",2012,Sunday,MIIKE SNOW,nan,alternative dance,56.0,Indie / Alternative
2022,"August 3, 2012 – August 5, 2012",2012,Sunday,MONA,nan,lo-fi house,56.0,Electronic
2023,"August 3, 2012 – August 5, 2012",2012,Sunday,THE GASLIGHT ANTHEM,nan,lo-fi house,54.0,Electronic
2024,"August 3, 2012 – August 5, 2012",2012,Sunday,OBERHOFER,nan,lo-fi house,50.0,Electronic
2025,"August 3, 2012 – August 5, 2012",2012,Sunday,AT THE DRIVE-IN,1.0,"post-hardcore, emo",47.0,Other
2026,"August 3, 2012 – August 5, 2012",2012,Sunday,THE WALKMEN,nan,lo-fi house,47.0,Electronic
2027,"August 3, 2012 – August 5, 2012",2012,Sunday,THE SHEEPDOGS,nan,"roots rock, blues rock",45.0,Rock
2028,"August 3, 2012 – August 5, 2012",2012,Sunday,THE JEZABELS,nan,lo-fi house,42.0,Electronic
2029,"August 3, 2012 – August 5, 2012",2012,Sunday,POLIÇA,nan,lo-fi house,41.0,Electronic
2030,"August 3, 2012 – August 5, 2012",2012,Sunday,OVERDŌZ,nan,lo-fi house,39.0,Electronic
2031,"August 3, 2012 – August 5, 2012",2012,Sunday,DUM DUM GIRLS,nan,dream pop,38.0,Pop
2032,"August 3, 2012 – August 5, 2012",2012,Sunday,HEY ROSETTA!,nan,lo-fi house,32.0,Electronic
2033,"August 3, 2012 – August 5, 2012",2012,Sunday,IMAGINARY CITIES,nan,lo-fi house,30.0,Electronic
2034,"August 3, 2012 – August 5, 2012",2012,Sunday,THE BIG PINK,nan,electronic rock,30.0,Rock
2035,"August 3, 2012 – August 5, 2012",2012,Sunday,BOWERBIRDS,nan,"indie folk, chamber pop, folk",29.0,Indie / Alternative
2036,"August 3, 2012 – August 5, 2012",2012,Sunday,WHITE RABBITS,nan,lo-fi house,26.0,Electronic
2037,"August 3, 2012 – August 5, 2012",2012,Sunday,DJ MEL,nan,lo-fi house,0.0,Electronic
2038,"August 3, 2012 – August 5, 2012",2012,Sunday,OUTASIGHT,nan,lo-fi house,0.0,Electronic
2039,"August 5, 2011 – August 7, 2011",2011,Friday,COLDPLAY,1.0,jangle pop,91.0,Pop
2040,"August 5, 2011 – August 7, 2011",2011,Friday,MUSE,1.0,"alternative rock, rock",77.0,Rock
2041,"August 5, 2011 – August 7, 2011",2011,Friday,CHRISTINA PERRI,nan,soft pop,74.0,Pop
2042,"August 5, 2011 – August 7, 2011",2011,Friday,FOSTER THE PEOPLE,nan,lo-fi house,74.0,Electronic
2043,"August 5, 2011 – August 7, 2011",2011,Friday,CRYSTAL CASTLES,nan,"witch house, electroclash, new rave, alternative dance",72.0,Indie / Alternative
2044,"August 5, 2011 – August 7, 2011",2011,Friday,CULTS,nan,lo-fi house,71.0,Electronic
2045,"August 5, 2011 – August 7, 2011",2011,Friday,TWO DOOR CINEMA CLUB,nan,indie,70.0,Indie / Alternative
